e, 90
v, 0, 128, 4.47227e-07, 518
t, 0, 128, 0, 518
t, 1, 128, 0, 518
t, 2, 128, 0, 518
t, 3, 128, 0, 518
t, 4, 128, 0, 518
t, 5, 128, 0, 518
t, 6, 128, 0, 518
t, 7, 128, 0, 518
t, 8, 128, 0, 518
t, 9, 128, 0, 518
t, 10, 128, 0, 518
t, 11, 128, 0, 518
s, 2, 128, 1.54619e-06, 518
s, 3, 128, 1.54619e-06, 518
s, 4, 128, 2.03163e-06, 518
s, 5, 128, 2.03163e-06, 518
v, 1, 127.878, -0.664175, 516.529
t, 12, 127.878, -0.664175, 516.529
t, 13, 127.878, -0.664175, 516.529
v, 2, 171.885, 68.8319, 467.158
t, 14, 171.885, 68.8319, 467.158
v, 3, 64.8269, 1.82967, 501.671
t, 15, 64.8269, 1.82967, 501.671
v, 4, 173.954, 22.4816, 501.691
t, 16, 173.954, 22.4816, 501.691
t, 17, 173.954, 22.4816, 501.691
v, 5, 111.053, 6.70681, 531.233
t, 18, 111.053, 6.70681, 531.233
s, 0, 111.053, 6.70681, 531.233
s, 1, 111.053, 6.70681, 531.233
v, 6, 307.756, 99.4301, 420.444
t, 19, 307.756, 99.4301, 420.444
v, 7, 142.456, -21.538, 514.985
t, 20, 142.456, -21.538, 514.985
