e, 69
v, 0, 128, 0, 518
t, 0, 128, 0, 518
t, 1, 128, 0, 518
t, 2, 128, 0, 518
t, 3, 128, 0, 518
t, 4, 128, 0, 518
t, 5, 128, 0, 518
t, 6, 128, 0, 518
t, 7, 128, 0, 518
t, 8, 128, 0, 518
v, 1, 120.588, -0.891484, 525.514
t, 9, 120.588, -0.891484, 525.514
v, 2, 124.022, -30.0787, 508.929
t, 10, 124.022, -30.0787, 508.929
v, 3, 153.36, -24.1758, 520.221
t, 11, 153.36, -24.1758, 520.221
v, 4, 136.594, 8.22876, 487.264
t, 12, 136.594, 8.22876, 487.264
t, 13, 136.594, 8.22876, 487.264
t, 14, 136.594, 8.22876, 487.264
t, 15, 136.594, 8.22876, 487.264
v, 5, 111.567, 13.2655, 495.456
t, 16, 111.602, 13.2732, 495.392
s, 0, 111.532, 13.2578, 495.519
v, 6, 126.754, 2.36786, 518.631
t, 17, 126.754, 2.36786, 518.631
v, 7, 45.0952, 47.3503, 556.938
t, 18, 45.0952, 47.3503, 556.938
v, 8, 49.045, 49.2409, 562.37
t, 19, 49.045, 49.2409, 562.37
t, 20, 49.045, 49.2409, 562.37
v, 9, -27.6962, -65.5639, 440.256
t, 21, -27.6962, -65.5639, 440.256
v, 10, 136.948, 18.1379, 545.345
t, 22, 136.948, 18.1379, 545.345
v, 11, 352.936, -308.64, 211.859
t, 23, 352.936, -308.64, 211.859
v, 12, 339.314, -314.8, 159.576
t, 24, 339.314, -314.8, 159.576
v, 13, 130.598, -97.9125, 523.764
t, 25, 130.598, -97.9125, 523.764
