e, 67
v, 0, 128, 0, 518
t, 0, 128, 0, 518
t, 1, 128, 0, 518
t, 2, 128, 0, 518
t, 3, 128, 0, 518
t, 4, 128, 0, 518
t, 5, 128, 0, 518
t, 6, 128, 0, 518
t, 7, 128, 0, 518
t, 8, 128, 0, 518
t, 9, 128, 0, 518
t, 10, 128, 0, 518
t, 11, 128, 0, 518
t, 12, 128, 0, 518
t, 13, 128, 0, 518
t, 14, 128, 0, 518
v, 1, 106.168, -50.6021, 485.524
t, 15, 106.168, -50.6021, 485.524
v, 2, 128.417, -1.29972, 518.495
t, 16, 128.417, -1.29972, 518.495
v, 3, 131.077, -14.2414, 535.678
t, 17, 131.077, -14.2414, 535.678
t, 18, 131.077, -14.2414, 535.678
v, 4, 141.163, -8.52927, 529.726
t, 19, 141.163, -8.52927, 529.726
t, 20, 141.163, -8.52927, 529.726
v, 5, 117.323, 6.24349, 535.148
t, 21, 117.323, 6.24349, 535.148
t, 22, 117.323, 6.24349, 535.148
t, 23, 117.323, 6.24349, 535.148
v, 6, 105.092, -0.791703, 543.068
t, 24, 105.092, -0.791703, 543.068
t, 25, 105.092, -0.791703, 543.068
t, 26, 105.092, -0.791703, 543.068
t, 27, 105.092, -0.791703, 543.068
v, 7, 88.3551, 29.4936, 543.827
t, 28, 88.3551, 29.4936, 543.827
v, 8, 145.838, -174.853, 356.854
t, 29, 145.838, -174.853, 356.854
v, 9, 133.337, -221, 338.345
t, 30, 133.337, -221, 338.345
v, 10, 212.856, -291.874, 226.046
t, 31, 212.856, -291.874, 226.046
v, 11, 141.65, -199.095, 363.734
t, 32, 141.65, -199.095, 363.734
v, 12, 140.124, -200.183, 365.376
t, 33, 140.124, -200.183, 365.376
v, 13, 103.587, -211.769, 373.646
t, 34, 103.587, -211.769, 373.646
v, 14, 190.941, -186.02, 344.878
t, 35, 190.941, -186.02, 344.878
v, 15, 208.466, -196.065, 365.663
t, 36, 208.466, -196.065, 365.663
v, 16, 121.282, 16.9485, 517.692
t, 37, 121.282, 16.9485, 517.692
v, 17, 71.1894, 50.5922, 542.481
s, 0, 71.1894, 50.5922, 542.481
