e, 93
v, 0, 128, -1.54809e-06, 518
t, 0, 128, 0, 518
t, 1, 128, 0, 518
t, 2, 128, 0, 518
t, 3, 128, 0, 518
t, 4, 128, 0, 518
s, 1, 128, -4.43544e-06, 518
s, 2, 128, -4.43544e-06, 518
s, 3, 128, -2.53097e-06, 518
s, 4, 128, -2.53097e-06, 518
v, 1, 120.63, -0.65669, 517.869
t, 5, 120.63, -0.65669, 517.869
v, 2, 121.984, -0.616158, 517.244
t, 6, 121.947, -0.680526, 517.251
s, 0, 122.021, -0.55179, 517.237
v, 3, 141.441, 16.2448, 512.037
t, 7, 141.441, 16.2448, 512.037
v, 4, 147.587, 18.9939, 513.525
t, 8, 147.587, 18.9939, 513.525
v, 5, 110.452, 2.59725, 522.429
t, 9, 110.514, 2.61815, 522.456
s, 5, 110.391, 2.57635, 522.403
v, 6, 133.347, 24.4904, 450.362
t, 10, 133.347, 24.4904, 450.362
v, 7, 141.536, 58.3404, 460.742
t, 11, 141.536, 58.3404, 460.742
